Year since Katrina,Affected by Katrina,Rural-urban Continuum Code ,Urban Influence Code,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,Personal income (thousands of dollars), Net earnings by place of residence, Personal current transfer receipts,  Income maintenance benefits,  Unemployment insurance compensation,  Retirement and other," Dividends, interest, and rent", Population (persons), Per capita personal income, Per capita net earnings, Per capita personal current transfer receipts,  Per capita income maintenance benefits,  Per capita unemployment insurance compensation,  Per capita retirement and other," Per capita dividends, interest, and rent", Earnings by place of work,  Wages and salaries,  Supplements to wages and salaries,   Employer contributions for employee pension and insurance funds,   Employer contributions for government social insurance,  Proprietors' income,   Farm proprietors' income,   Nonfarm proprietors' income,Total employment (number of jobs), Wage and salary employment, Proprietors employment,  Farm proprietors employment,  Nonfarm proprietors employment,Average earnings per job (dollars), Average wages and salaries, Average nonfarm proprietors' income,Patent Grants
7,1,3,2,14.4,34,27.3,24.3,5436464,3239136,1296882,202130,17809,1076943,900446,155244,35019,20865,8354,1302,115,6937,5800,3867363,2759814,656506,479393,177113,451043,16414,434629,95352,73803,21549,376,21173,40559,37394,20528,6
7,1,3,2,13.9,33.9,30.5,21.7,7363776,4634021,1496146,176120,19442,1300584,1233609,194506,37859,23825,7692,905,100,6687,6342,5402154,3862399,968597,720583,248014,571158,6753,564405,110879,89916,20963,769,20194,48721,42956,27949,11
7,1,2,2,13,28.9,26.2,31.8,11381559,7471001,1435921,173310,19757,1242854,2474637,227197,50096,32883,6320,763,87,5470,10892,9887175,7037365,1399955,944662,455293,1449855,1847,1448008,183412,145323,38089,535,37554,53907,48426,38558,57
7,1,1,1,10.5,25.9,31.1,32.5,12013098,7959890,1732544,136388,20816,1575340,2320664,239139,50235,33286,7245,570,87,6588,9704,5665844,3586492,801039,576885,224154,1278313,1505,1276808,123201,84846,38355,511,37844,45989,42271,33739,32
7,1,2,2,13.5,33.2,29.4,24,10877797,6192033,2158612,323311,28764,1806537,2527152,257364,42266,24059,8387,1256,112,7019,9819,7723116,5310285,1274110,924125,349985,1138721,11442,1127279,165564,127853,37711,501,37210,46647,41534,30295,16
7,1,1,1,14.1,23,26.4,36.5,16652385,9645479,2733939,505701,42613,2185625,4272967,370080,44997,26063,7387,1366,115,5906,11546,14072717,9820886,2207354,1558711,648643,2044477,0,2044477,254012,200884,53128,0,53128,55402,48888,38482,20
7,1,1,1,15.1,31.4,28.3,25.2,19436832,12546646,3299872,375822,45973,2878077,3590314,434559,44728,28872,7594,865,106,6623,8262,14055129,9512369,1953064,1329107,623957,2589696,1665,2588031,269404,206909,62495,51,62444,52171,45974,41446,47
7,1,2,2,9.8,27.2,28.6,34.5,19350106,12691638,3127156,481020,48415,2597721,3531312,442980,43682,28651,7059,1086,109,5864,7972,17856255,12853451,2893327,2088122,805205,2109477,159,2109318,337357,274782,62575,365,62210,52930,46777,33906,51
7,1,8,7,34.4,38.2,21.3,6.1,35407,20234,8502,1908,295,6299,6671,1403,25237,14422,6060,1360,210,4490,4755,17681,8163,2062,1368,694,7456,6528,928,439,296,143,65,78,40276,27578,11897,0
7,1,8,7,24.7,25.3,28.6,21.5,151238,69409,56901,11078,992,44831,24928,4785,31607,14506,11892,2315,207,9369,5210,69961,39346,9934,6869,3065,20681,14475,6206,1956,1359,597,102,495,35767,28952,12537,0
7,1,9,10,15.5,37.8,30.6,16.2,237780,126025,79428,9051,1040,69337,32327,7903,30087,15946,10050,1145,132,8774,4090,94725,62692,17533,12715,4818,14500,2537,11963,2766,1862,904,165,739,34246,33669,16188,0
7,1,9,10,18.6,35.6,28.5,17.3,228755,122150,77027,9463,1182,66382,29578,8422,27162,14504,9146,1124,140,7882,3512,111468,74344,19835,14193,5642,17289,2444,14845,3210,2241,969,215,754,34725,33174,19688,0
7,1,1,1,26.9,35.5,27.3,10.3,216776,116021,78159,11149,1254,65756,22596,8644,25078,13422,9042,1290,145,7607,2614,62891,37641,10442,7167,3275,14808,2268,12540,2208,1164,1044,264,780,28483,32338,16077,0
7,1,9,10,14.8,36.1,30.9,18.1,320823,168380,114584,11920,1366,101298,37859,10078,31834,16708,11370,1183,136,10051,3757,100615,65863,17405,11924,5481,17347,-2567,19914,3985,2319,1666,314,1352,25248,28401,14729,0
7,1,8,7,30.2,36.5,18.4,14.9,251651,123974,90037,15365,1495,73177,37640,9459,26604,13106,9519,1624,158,7736,3979,103731,76299,18280,12011,6269,9152,428,8724,3543,2452,1091,152,939,29278,31117,9291,0
7,1,9,8,17.9,34.5,31.2,16.4,327218,186753,96012,10711,1502,83799,44453,10401,31460,17955,9231,1030,144,8057,4274,74408,43073,11351,7757,3594,19984,-4913,24897,2791,1473,1318,435,883,26660,29242,28196,0
7,1,8,5,21.1,38.9,26.7,13.2,349521,181993,123698,15843,1704,106151,43830,12931,27030,14074,9566,1225,132,8209,3390,96194,59159,15487,10752,4735,21548,4874,16674,3580,2078,1502,503,999,26870,28469,16691,0
7,1,3,2,19.3,38.6,31.6,10.6,328020,181345,112675,13781,1744,97150,34000,11993,27351,15121,9395,1149,145,8101,2835,133810,99344,21790,14768,7022,12676,-3129,15805,3506,2445,1061,270,791,38166,40631,19981,0
7,1,8,7,18.6,37.5,30.1,13.8,377049,200098,136343,14512,1780,120051,40608,12666,29769,15798,10764,1146,141,9478,3206,171093,113313,26861,18633,8228,30919,10432,20487,4198,2818,1380,348,1032,40756,40210,19852,1
7,1,9,8,20,33,33.9,13.1,265600,124570,108326,13125,1788,93413,32704,10411,25511,11965,10405,1261,172,8973,3141,196740,149767,35877,23935,11942,11096,2072,9024,4754,3871,883,330,553,41384,38689,16318,1
7,1,8,7,19.8,42.3,26.8,11,464027,273750,141818,16960,1814,123044,48459,16342,28395,16751,8678,1038,111,7529,2965,188178,105449,28497,19819,8678,54232,28527,25705,5067,3152,1915,565,1350,37138,33455,19041,1
7,1,7,9,19.8,33.7,25.6,21,302791,141027,114327,13699,1856,98772,47437,10599,28568,13306,10787,1292,175,9319,4476,121232,84332,21816,15165,6651,15084,-1928,17012,4023,2948,1075,296,779,30135,28607,21838,1
7,1,7,9,31.8,30.1,25.3,12.9,324841,172476,113759,24438,1907,87414,38606,11150,29134,15469,10203,2192,171,7840,3462,143736,79801,21902,15434,6468,42033,16992,25041,4632,2818,1814,489,1325,31031,28318,18899,0
7,1,7,9,19,37,30,14,394605,201730,141627,17518,1932,122177,51248,12391,31846,16280,11430,1414,156,9860,4136,165551,108401,29197,20187,9010,27953,-4957,32910,5388,3613,1775,312,1463,30726,30003,22495,0
7,1,8,7,24.3,35.8,25,15,307070,149723,120755,19355,1982,99418,36592,12074,25432,12400,10001,1603,164,8234,3031,98709,64446,16415,11201,5214,17848,3770,14078,3469,2048,1421,289,1132,28455,31468,12436,0
7,1,8,7,24.1,36.8,30.5,8.7,343917,200830,105163,12679,1985,90499,37924,14338,23986,14007,7335,884,138,6312,2645,94703,64901,18999,13992,5007,10803,-1807,12610,3417,2298,1119,341,778,27715,28242,16208,0
7,1,9,10,24.6,35.9,28.2,11.2,402572,205110,146732,16336,1995,128401,50730,14830,27146,13831,9894,1102,135,8658,3421,163580,115033,29451,20158,9293,19096,-4869,23965,5756,3895,1861,523,1338,28419,29534,17911,0
7,1,9,10,19.8,45,24.8,10.3,407235,209370,143968,19506,2212,122250,53897,15073,27018,13890,9551,1294,147,8111,3576,144370,84510,22609,15796,6813,37251,3309,33942,4969,3015,1954,579,1375,29054,28030,24685,0
7,1,1,1,21.3,29.5,32,17.1,308940,159290,94592,22422,2314,69856,55058,10430,29620,15272,9069,2150,222,6698,5279,472549,385580,72977,38061,34916,13992,2187,11805,12843,11621,1222,82,1140,36794,33180,10355,0
7,1,7,9,29.1,34.6,26.2,10.1,394175,213437,131391,23955,2405,105031,49347,15040,26208,14191,8736,1593,160,6983,3281,183548,95397,23362,15787,7575,64789,38691,26098,4717,3262,1455,433,1022,38912,29245,25536,0
7,1,9,8,15.9,37.3,32.9,13.9,527657,296806,161114,19748,2406,138960,69737,16553,31877,17931,9733,1193,145,8395,4213,240979,167214,42669,29283,13386,31096,10798,20298,6392,4687,1705,385,1320,37700,35676,15377,0
7,1,6,6,17.4,34.9,32.7,15,521991,286234,168515,15875,2447,150193,67242,18042,28932,15865,9340,880,136,8325,3727,197212,138187,34648,23927,10721,24377,-212,24589,6399,4312,2087,227,1860,30819,32047,13220,0
7,1,8,6,18.3,36.8,28.8,16.1,561802,309336,174407,23836,2456,148115,78059,19442,28896,15911,8971,1226,126,7618,4015,262235,171354,44892,31342,13550,45989,10979,35010,7927,5573,2354,424,1930,33081,30747,18140,1
7,1,9,8,21.1,34.9,30.8,13.3,546569,321572,168991,17476,2531,148984,56006,16532,33061,19451,10222,1057,153,9012,3388,180577,120440,29548,19922,9626,30589,2382,28207,5260,3556,1704,290,1414,34330,33870,19948,1
7,1,7,9,16.7,29.9,37.1,16.3,652373,352264,215028,23072,2591,189365,85081,21496,30349,16387,10003,1073,121,8809,3958,287588,196799,52064,36264,15800,38725,11511,27214,8538,6511,2027,492,1535,33683,30226,17729,1
7,1,6,6,22.6,30.9,34.1,12.3,582818,332611,178589,22912,2615,153062,71618,19149,30436,17370,9326,1197,137,7993,3740,274643,151890,38793,26738,12055,83960,1399,82561,7064,5067,1997,395,1602,38879,29976,51536,1
7,1,7,9,25.5,36.5,26.2,11.8,519806,282508,163824,20932,2849,140043,73474,17497,29708,16146,9363,1196,163,8004,4199,307911,197467,48282,31323,16959,62162,20930,41232,8720,6401,2319,485,1834,35311,30849,22482,0
7,1,8,6,20.9,40.9,26.7,11.5,546329,277755,190375,14620,2880,172875,78199,19606,27865,14167,9710,746,147,8817,3989,250014,173487,46184,31379,14805,30343,516,29827,7332,5666,1666,255,1411,34099,30619,21139,1
7,1,6,6,21.7,38.3,27.9,12.1,583929,327400,190900,26050,2907,161943,65629,23194,25176,14116,8231,1123,125,6982,2830,263359,163613,42707,28770,13937,57039,17323,39716,8030,5718,2312,550,1762,32797,28614,22540,1
7,1,7,8,21.2,29,31.7,18.1,674479,360790,226957,29443,3124,194390,86732,21620,31197,16688,10498,1362,144,8991,4012,490353,343254,87026,58262,28764,60073,1001,59072,12987,10642,2345,268,2077,37757,32255,28441,0
7,1,6,4,22.4,33.7,29.4,14.5,629083,343657,208602,23561,3146,181895,76824,21904,28720,15689,9523,1076,144,8304,3507,304422,207392,53246,36053,17193,43784,-382,44166,9338,6597,2741,598,2143,32600,31437,20609,0
7,1,7,8,22.3,30.1,34.6,13,707440,404978,221695,16815,3150,201730,80767,23300,30362,17381,9515,722,135,8658,3466,291932,198362,50250,34107,16143,43320,5872,37448,7975,6223,1752,388,1364,36606,31876,27455,1
7,1,2,2,20.7,35.2,30.8,13.3,855779,487569,274462,30891,3167,240404,93748,27413,31218,17786,10012,1127,116,8770,3420,372885,226624,57202,39105,18097,89059,23607,65452,11359,8175,3184,512,2672,32827,27722,24496,0
7,1,6,6,20.6,37.1,30.3,11.9,683978,425810,170181,18066,3205,148910,87987,22906,29860,18589,7430,789,140,6501,3841,231793,162939,41640,28924,12716,27214,-2117,29331,7715,5288,2427,501,1926,30044,30813,15229,0
7,1,7,9,24.9,37.4,25,12.6,642118,361824,181337,27841,3228,150268,98957,20612,31153,17554,8798,1351,157,7290,4801,328953,193379,47134,32190,14944,88440,21309,67131,7869,5747,2122,425,1697,41804,33649,39559,0
7,1,7,9,21.8,32.8,31.4,14.1,1019165,596873,262609,34311,3344,224954,159683,29714,34299,20087,8838,1155,113,7571,5374,731793,455915,107378,72417,34961,168500,25311,143189,16448,13562,2886,579,2307,44491,33617,62067,0
7,1,7,9,21.8,33.3,32.6,12.3,682373,371003,228260,22514,3429,202317,83110,25351,26917,14635,9004,888,135,7981,3278,333951,234093,60824,41714,19110,39034,1854,37180,10087,7753,2334,432,1902,33107,30194,19548,0
7,1,7,9,20.9,33.5,29.7,15.9,556803,285103,189335,26516,3555,159264,82365,18973,29347,15027,9979,1398,187,8394,4341,250557,173655,42357,28084,14273,34545,10819,23726,7426,5244,2182,447,1735,33741,33115,13675,0
7,1,6,6,22.1,37.4,27.6,12.9,731061,365172,260049,36298,3733,220018,105840,26331,27764,13869,9876,1379,142,8356,4020,432301,291878,67108,44171,22937,73315,6227,67088,11753,8533,3220,466,2754,36782,34206,24360,1
7,1,6,6,24.7,41,23.6,10.7,484857,191140,238744,48104,3782,186858,54973,18920,25627,10103,12619,2542,200,9876,2906,180625,123105,32633,22636,9997,24887,-2871,27758,6417,4263,2154,447,1707,28148,28878,16261,0
7,1,7,8,24,30.9,30.3,14.9,883587,561434,225075,25928,3874,195273,97078,30301,29160,18529,7428,856,128,6444,3204,541676,383445,90328,56224,34104,67903,-434,68337,15848,12270,3578,773,2805,34179,31251,24363,2
7,1,6,4,21.7,33.2,30.5,14.7,788769,463305,217798,23167,4024,190607,107666,27329,28862,16953,7969,848,147,6975,3940,533257,369719,89334,60248,29086,74204,4721,69483,13944,10402,3542,607,2935,38243,35543,23674,1
7,1,2,2,23.6,36,26.1,14.3,752730,387371,242867,43427,4058,195382,122492,28336,26564,13671,8571,1533,143,6895,4323,364784,251762,68681,49236,19445,44341,333,44008,9961,7012,2949,551,2398,36621,35904,18352,0
7,1,1,1,19.5,31.5,32.9,16.1,868786,528674,242036,27309,4153,210574,98076,28532,30450,18529,8483,957,146,7380,3437,299005,197919,49986,34366,15620,51100,725,50375,9622,6162,3460,497,2963,31075,32119,17001,3
7,1,7,9,20,32,28.7,19.3,683841,392635,185645,28599,4189,152857,105561,20383,33550,19263,9108,1403,206,7499,5179,341519,196595,45213,29670,15543,99711,53469,46242,8373,5855,2518,350,2168,40788,33577,21329,0
7,1,5,8,20.5,34.8,27.4,17.4,1034276,518288,319010,45373,4252,269385,196978,32175,32145,16108,9915,1410,132,8372,6122,625687,418661,94404,62120,32284,112622,3159,109463,16401,12171,4230,155,4075,38149,34398,26862,0
7,1,2,2,21.5,30.7,34.5,13.3,869577,498123,276718,43599,4283,228836,94736,29022,29963,17164,9535,1502,148,7885,3264,396528,252458,70130,49975,20155,73940,7175,66765,11048,7875,3173,430,2743,35891,32058,24340,0
7,1,6,5,13.4,36.7,34.9,15,1170158,718700,307884,36891,4334,266659,143574,34837,33590,20630,8838,1059,124,7654,4121,611548,417255,96456,64027,32429,97837,9403,88434,16267,12168,4099,506,3593,37594,34291,24613,0
7,1,7,8,21.6,26.9,34.6,16.9,763293,338225,300179,56054,4480,239645,124889,25613,29801,13205,11720,2188,175,9356,4876,403082,303295,70926,46944,23982,28861,-21146,50007,11780,9087,2693,221,2472,34217,33377,20229,0
7,1,7,8,19.2,33.5,31.3,15.9,1125595,612657,353920,37425,4830,311665,159018,37201,30257,16469,9514,1006,130,8378,4275,666926,473241,113432,75521,37911,80253,4156,76097,18378,14181,4197,442,3755,36289,33371,20266,3
7,1,7,8,27.8,29.4,28.3,14.5,767951,374204,265554,55382,5004,205168,128193,28404,27037,13174,9349,1950,176,7223,4513,443265,300154,77847,54396,23451,65264,22067,43197,11986,9772,2214,270,1944,36982,30716,22221,0
7,1,7,8,23.9,24.4,28.8,22.9,1107447,595820,359406,66122,5270,288014,152221,33988,32583,17530,10574,1945,155,8474,4479,653270,440925,110108,76353,33755,102237,31588,70649,16562,13111,3451,351,3100,39444,33630,22790,0
7,1,5,8,21.8,35.5,24.8,17.9,1013224,494471,323585,61424,5526,256635,195168,30788,32910,16061,10510,1995,179,8336,6339,738279,523279,132035,90741,41294,82965,12704,70261,18336,15476,2860,242,2618,40264,33812,26838,0
7,1,2,2,15.3,27.6,36.2,20.9,1480387,844390,341910,35731,5536,300643,294087,45231,32729,18668,7559,790,122,6647,6502,1023503,742210,189740,129631,60109,91553,-1251,92804,20113,15409,4704,213,4491,50888,48167,20664,1
7,1,6,5,19.3,34.6,30.1,15.9,1136289,594879,380658,59836,5594,315228,160752,40086,28346,14840,9496,1493,140,7864,4010,702629,481522,120629,83287,37342,100478,773,99705,20580,15451,5129,436,4693,34141,31164,21245,0
7,1,4,3,10.5,18.9,28.8,41.9,1709543,985245,334603,27086,5884,301633,389695,50182,34067,19633,6668,540,117,6011,7766,1116039,784826,191860,134199,57661,139353,-1172,140525,28314,21836,6478,386,6092,39417,35942,23067,5
7,1,6,4,22.2,38.2,25.2,14.4,1022875,596812,305341,50781,5980,248580,120722,34426,29712,17336,8869,1475,174,7221,3507,613285,402674,98605,66812,31793,112006,7647,104359,16166,11895,4271,625,3646,37937,33852,28623,0
7,1,1,1,20.6,41.3,25,13.1,1000489,597307,301471,49883,6055,245533,101711,36543,27378,16345,8250,1365,166,6719,2783,333848,216240,52487,34759,17728,65121,1601,63520,11370,6632,4738,496,4242,29362,32606,14974,3
7,1,7,9,20.1,35.5,27.9,16.5,1083825,613716,327216,35618,6187,285411,142893,36416,29762,16853,8986,978,170,7838,3924,552385,367565,94659,64526,30133,90161,10578,79583,13599,10363,3236,612,2624,40620,35469,30329,1
7,1,5,8,11.9,21.1,24.4,42.6,1440080,858212,305924,40422,6514,258988,275944,48808,29505,17583,6268,828,133,5306,5654,1001074,710975,188750,135205,53545,101349,-3323,104672,26867,21968,4899,341,4558,37260,32364,22964,14
7,1,3,2,9.4,23.6,31.1,35.9,1989923,1318991,333272,35292,6531,291449,337660,58083,34260,22709,5738,608,112,5018,5813,889124,571352,130260,85327,44933,187512,4043,183469,27915,19378,8537,366,8171,31851,29485,22454,0
7,1,6,3,15.8,30,39.2,15,1794570,1053126,498404,54733,6810,436861,243040,54996,32631,19149,9063,995,124,7944,4419,566673,354314,92642,65533,27109,119717,1656,118061,17733,11251,6482,692,5790,31956,31492,20391,8
7,1,4,5,12.8,32.2,32.1,22.9,1708324,1026132,411062,61563,7674,341825,271130,48211,35434,21284,8526,1277,159,7090,5624,1222237,902832,236270,163104,73166,83135,11406,71729,26789,22223,4566,186,4380,45625,40626,16376,4
7,1,4,5,17.8,31.1,32.6,18.4,2337713,1318191,670534,69575,7902,593057,348988,68326,34214,19293,9814,1018,116,8680,5108,1665458,1186920,297601,208806,88795,180937,22397,158540,38121,30977,7144,809,6335,43689,38316,25026,3
7,1,5,8,15.3,30.7,30.4,23.6,2128497,1249039,483713,66461,9095,408157,395745,59595,35716,20959,8117,1115,153,6849,6641,1656725,1212589,300087,203078,97009,144049,-1154,145203,35675,29207,6468,348,6120,46439,41517,23726,2
7,1,5,8,21.2,30.6,29.2,19,1696383,921648,510959,109684,10364,390911,263776,50012,33920,18429,10217,2193,207,7816,5274,998822,651974,159454,107494,51960,187394,48524,138870,24404,19511,4893,219,4674,40929,33416,29711,11
7,1,3,2,13.3,27.6,32.3,26.7,2626386,1457388,657998,80591,10377,567030,511000,76444,34357,19065,8608,1054,136,7418,6685,2233459,1552476,382415,264371,118044,298568,-2370,300938,49034,41071,7963,313,7650,45549,37800,39338,4
7,1,5,8,13.8,30.7,35.4,20.1,2731425,1557941,681136,88274,11175,581687,492348,80253,34035,19413,8487,1100,139,7248,6135,1933453,1390516,344635,232161,112474,198302,774,197528,45260,37597,7663,317,7346,42719,36985,26889,1
7,1,5,8,16.8,25.9,33.9,23.5,2938488,1861426,648598,75898,11958,560742,428464,84785,34658,21955,7650,895,141,6614,5054,2737539,2027415,452147,289659,162488,257977,4771,253206,64514,54726,9788,447,9341,42433,37047,27107,11
7,1,2,2,10.3,26.2,34.3,29.2,5756012,3923138,1012036,83280,14638,914118,820838,145784,39483,26911,6942,571,100,6270,5631,3404435,2348647,527680,346870,180810,528108,14645,513463,81045,62562,18483,574,17909,42007,37541,28671,10
7,1,1,1,10.6,29.5,36.4,23.5,5799375,4240533,917717,97011,19256,801450,641125,166356,34861,25491,5517,583,116,4818,3854,2527081,1768228,396946,256597,140349,361907,2789,359118,70560,52452,18108,377,17731,35815,33711,20254,12
7,1,2,2,12.2,31.6,35.6,20.7,4838254,3017742,1031051,110960,20484,899607,789461,139890,34586,21572,7370,793,146,6431,5643,3338171,2438513,650576,464249,186327,249082,-7830,256912,65213,52331,12882,358,12524,51189,46598,20514,5
7,1,2,2,13,29.2,35.6,22.2,6714400,3808081,1496876,186339,25725,1284812,1409443,193447,34709,19685,7738,963,133,6642,7286,5260624,3796323,1020302,702664,317638,443999,-639,444638,120864,98501,22363,280,22083,43525,38541,20135,4
7,1,2,2,13.7,25.1,32.5,28.6,9154415,5341719,1992844,351839,34394,1606611,1819852,247881,36931,21550,8040,1419,139,6481,7342,8382824,5797959,1365635,932683,432952,1219230,1411,1217819,169210,135708,33502,864,32638,49541,42724,37313,6
8,1,8,6,23.4,37,28.2,11.4,267355,128824,95429,18604,981,75844,43102,8752,30548,14719,10904,2126,112,8666,4925,112571,59295,18320,13675,4645,34956,30008,4948,3107,1997,1110,263,847,36231,29692,5842,0
8,1,8,7,20.5,37.6,28.7,13.3,421236,215063,147705,15075,1228,131402,58468,14210,29644,15135,10394,1061,86,9247,4115,182552,126660,32859,22880,9979,23033,2947,20086,5517,3696,1821,321,1500,33089,34269,13391,0
8,1,9,10,19.9,39.9,28.6,11.6,454274,252341,150812,17282,1271,132259,51121,13396,33911,18837,11258,1290,95,9873,3816,261651,183680,40690,27768,12922,37281,5647,31634,5494,4042,1452,228,1224,47625,45443,25845,0
8,1,8,6,17.3,39.7,24.7,18.2,410358,228106,132142,25851,1433,104858,50110,13376,30679,17053,9879,1933,107,7839,3746,226818,120664,34438,25414,9024,71716,58342,13374,5381,3782,1599,378,1221,42152,31905,10953,0
8,1,9,10,20.9,43.2,23.9,12,336963,156714,133542,28844,1554,103144,46707,11150,30221,14055,11977,2587,139,9251,4189,193071,109202,27456,19733,7723,56413,37020,19393,4030,2841,1189,283,906,47908,38438,21405,0
8,1,3,2,18.9,42.7,23.9,14.4,494249,263136,161100,24622,1907,134571,70013,15248,32414,17257,10565,1615,125,8825,4592,173034,98792,26792,19255,7537,47450,32092,15358,4825,3017,1808,399,1409,35862,32745,10900,1
8,1,1,1,17.9,43.9,25,13.2,617036,366184,187170,22196,1999,162975,63682,22503,27420,16273,8318,986,89,7242,2830,247151,169257,43765,30616,13149,34129,5619,28510,6505,4680,1825,168,1657,37994,36166,17206,0
8,1,3,2,20.2,37.8,30.3,11.8,614085,334316,198011,25895,2014,170102,81758,19302,31815,17320,10259,1342,104,8813,4236,238566,133606,38847,28224,10623,66113,34334,31779,6103,4085,2018,379,1639,39090,32706,19389,0
8,1,7,11,16.8,39.6,28.1,15.4,682230,359262,216160,31456,2054,182650,106808,20105,33933,17869,10752,1565,102,9085,5313,402154,271346,69984,49626,20358,60824,26134,34690,9585,7506,2079,431,1648,41957,36151,21050,0
8,1,8,4,20,42,21.1,16.9,283985,137473,110355,24191,2077,84087,36157,10019,28345,13721,11015,2415,207,8393,3609,136426,71045,20813,15015,5798,44568,25716,18852,3575,2546,1029,341,688,38161,27905,27401,1
8,1,6,4,22.8,36.2,28.1,12.9,695106,356430,229387,21753,2636,204998,109289,24183,28744,14739,9485,900,109,8477,4519,376846,237598,63339,43470,19869,75909,18126,57783,10619,7759,2860,473,2387,35488,30622,24207,0
8,1,7,11,17,46.7,23.8,12.5,633486,321246,210773,29427,2729,178617,101467,22176,28566,14486,9505,1327,123,8055,4576,355855,260391,64202,44389,19813,31262,12110,19152,9286,6975,2311,442,1869,38322,37332,10247,0
