Year since Katrina,Affected by Katrina,Rural-urban Continuum Code ,Urban Influence Code,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,Personal income (thousands of dollars), Net earnings by place of residence, Personal current transfer receipts,  Income maintenance benefits,  Unemployment insurance compensation,  Retirement and other," Dividends, interest, and rent", Population (persons), Per capita personal income, Per capita net earnings, Per capita personal current transfer receipts,  Per capita income maintenance benefits,  Per capita unemployment insurance compensation,  Per capita retirement and other," Per capita dividends, interest, and rent", Earnings by place of work,  Wages and salaries,  Supplements to wages and salaries,   Employer contributions for employee pension and insurance funds,   Employer contributions for government social insurance,  Proprietors' income,   Farm proprietors' income,   Nonfarm proprietors' income,Total employment (number of jobs), Wage and salary employment, Proprietors employment,  Farm proprietors employment,  Nonfarm proprietors employment,Average earnings per job (dollars), Average wages and salaries, Average nonfarm proprietors' income,Patent Grants
2,0,1,1,19.2,26.2,29.3,25.3,36964179,25989285,5190525,962082,65408,4163035,5784369,921119,40130,28215,5635,1044,71,4520,6280,33898712,24454202,5161389,3478673,1682716,4283121,-1413,4284534,650256,547071,103185,527,102658,52131,44700,41736,137
1,0,7,11,21.9,36.8,25.5,15.8,148705,72458,36457,2804,257,33396,39790,5469,27191,13249,6666,513,47,6106,7276,75143,53363,13641,9565,4076,8139,-3969,12108,3388,2393,995,230,765,22179,22300,15827,0
3,0,1,1,12.7,32,34.4,20.9,4081825,2905189,542232,40511,9324,492397,634404,109969,37118,26418,4931,368,85,4478,5769,1611225,1042805,235679,157768,77911,332741,23470,309271,43720,29672,14048,1248,12800,36853,35144,24162,8
1,0,6,6,26.7,39.7,22.4,11.2,766908,473724,202609,16893,3096,182620,90575,32248,23782,14690,6283,524,96,5663,2809,390925,272792,67669,46117,21552,50464,5365,45099,12216,9114,3102,535,2567,32001,29931,17569,0
8,0,7,8,12.5,26.6,33.2,27.7,1023491,459921,309651,36443,7914,265294,253919,32840,31166,14005,9429,1110,241,8078,7732,511101,344469,92193,63649,28544,74439,-2276,76715,17380,11145,6235,889,5346,29407,30908,14350,6
8,0,1,1,9.2,24,31.2,35.7,9132064,6819579,1186596,94012,24661,1067923,1125889,224487,40680,30379,5286,419,110,4757,5015,3025082,1986149,479569,340173,139396,559364,14206,545158,85304,52251,33053,336,32717,35462,38012,16663,100
5,0,7,11,30.4,36.6,23.4,9.6,432807,276125,99664,12015,3915,83734,57018,15519,27889,17793,6422,774,252,5396,3674,339566,255349,59158,41348,17810,25059,-4801,29860,7979,6330,1649,251,1398,42557,40339,21359,0
0,0,1,1,27.2,46.9,16.2,9.7,346861,239098,66501,7773,1459,57269,41262,14884,23304,16064,4468,522,98,3848,2772,116308,79798,23298,17438,5860,13212,-3556,16768,4820,2821,1999,828,1171,24130,28287,14319,1
3,0,1,1,12.4,25.3,28,34.3,21468293,13422619,3555362,426798,92850,3035714,4490312,502890,42690,26691,7070,849,185,6037,8929,22282169,17439055,3955216,2640853,1314363,887898,826,887072,409024,354211,54813,26,54787,54476,49234,16191,242
7,0,9,12,8.4,30.2,42.3,19.1,142626,92119,23423,1348,254,21821,27084,2789,51139,33029,8398,483,91,7824,9711,95113,43457,12605,9386,3219,39051,20744,18307,2306,1437,869,271,598,41246,30241,30614,2
8,0,0,0,13.9,26.3,24.5,35.3,1081132827,679972025,185876168,22132006,4998327,158745835,215284634,19712514,54845,34494,9429,1123,254,8053,10921,819356563,564948356,140973549,100291337,40682212,113434658,1418840,112015818,11619137,9051229,2567908,32230,2535678,70518,62417,44176,0
10,0,5,8,8.7,35.7,37.1,18.5,2608984,1992384,235222,14502,7716,213004,381378,49293,52928,40419,4772,294,157,4321,7737,2546905,1745610,415050,258217,156833,386245,-6083,392328,37472,29852,7620,694,6926,67968,58475,56646,1
8,0,2,2,10.6,22,21,46.5,91893783,61729580,7081236,538740,304119,6238377,23082967,942865,97462,65470,7510,571,323,6616,24482,56976689,36293200,6852575,4655075,2197500,13830914,12413,13818501,639196,447001,192195,367,191828,89138,81193,72036,699
0,0,6,6,38.1,27.9,20.6,13.4,193327,140903,36264,4243,370,31651,16160,6178,31293,22807,5870,687,60,5123,2616,121977,41370,11288,8612,2676,69319,62974,6345,2596,1582,1014,427,587,46987,26150,10809,0
6,0,8,6,9.4,36.7,32.2,21.7,564263,404892,70261,4761,1137,64363,89110,11691,48265,34633,6010,407,97,5505,7622,371463,140150,37381,26442,10939,193932,144438,49494,7140,4641,2499,852,1647,52026,30198,30051,0
1,0,8,7,15.9,40.6,29.3,14.2,206543,119787,51196,3295,479,47422,35560,7122,29001,16819,7188,463,67,6659,4993,86112,50529,14938,10926,4012,20645,10142,10503,3400,2037,1363,454,909,25327,24806,11554,1
1,0,7,11,22.8,35.1,30.6,11.5,125971,68843,34531,4370,388,29773,22597,6012,20953,11451,5744,727,65,4952,3759,65128,42217,11846,9131,2715,11065,7449,3616,2057,1509,548,228,320,31662,27977,11300,0
10,0,9,8,11.4,38.1,35.4,15,434400,280964,87441,7226,1443,78772,65995,10872,39956,25843,8043,665,133,7245,6070,166291,100194,29487,22217,7270,36610,11045,25565,4496,2808,1688,610,1078,36986,35682,23715,0
5,0,8,7,15.5,35.6,23.9,25,25174,30467,347,7208,3588,128070,79408,2297,32892,13264,8993,506,168,8318,10636,26757,15610,4741,3621,1120,6406,1092,5314,1306,604,702,224,478,20488,25844,11117,2
0,0,4,5,19.7,48.2,19.9,12.2,2595273,1746518,499682,39439,8992,451251,349073,92286,28122,18925,5414,427,97,4890,3783,1649474,1099833,296067,208952,87115,253574,8028,245546,47961,37832,10129,925,9204,34392,29072,26678,9
10,0,9,10,12.5,45.1,30,12.4,763905,419910,234650,22945,2239,209466,109345,23167,32974,18125,10129,990,97,9042,4720,434019,303677,77458,54277,23181,52884,3678,49206,10356,7030,3326,678,2648,41910,43197,18582,5
8,0,9,12,15,30.4,35.4,19.2,238499,133651,69869,11009,1841,57019,34979,8192,29114,16315,8529,1344,225,6960,4270,101131,48017,12947,9465,3482,40167,12156,28011,3191,1583,1608,553,1055,31693,30333,26551,0
7,0,3,2,9.8,36.9,31.9,21.4,5987361,3695994,1189469,123437,46795,1019237,1101898,160092,37400,23087,7430,771,292,6367,6883,3699992,2642195,752905,537371,215534,304892,16687,288205,79446,64691,14755,1329,13426,46572,40843,21466,39
5,0,8,7,13.3,42.9,32.2,11.6,446497,211207,172833,18759,11361,142713,62457,15847,28175,13328,10906,1184,717,9006,3941,199415,130865,44141,32755,11386,24409,2799,21610,6561,4845,1716,398,1318,30394,27010,16396,3
2,0,7,8,35.2,33,21.8,10,993207,608797,231379,34672,2945,193762,153031,41299,24049,14741,5603,840,71,4692,3705,728517,525289,134274,99145,35129,68954,26504,42450,21831,17757,4074,516,3558,33371,29582,11931,0
6,0,9,8,5.3,36.4,33.2,25.1,78699,36727,23308,1761,1037,20510,18664,2178,36134,16863,10702,809,476,9417,8569,18027,9549,3578,2712,866,4900,0,4900,682,443,239,0,239,26433,21555,20502,3
6,0,4,3,7.8,37.2,38.7,16.2,2187590,1333990,575938,56602,28152,491184,277662,69965,31267,19067,8232,809,402,7020,3969,876521,572590,176918,130650,46268,127013,28672,98341,25400,17500,7900,945,6955,34509,32719,14140,6
4,0,8,7,22.5,34.5,31.2,11.9,96031,50880,28750,4539,1523,22688,16401,5797,16566,8777,4959,783,263,3914,2829,56231,42627,10929,8326,2603,2675,-661,3336,1792,1229,563,226,337,31379,34684,9899,0
2,0,9,12,14.3,43.4,27.9,14.4,103087,69350,15517,610,137,14770,18220,2768,37242,25054,5606,220,49,5336,6582,91387,59135,13258,8260,4998,18994,2171,16823,2188,1441,747,239,508,41767,41037,33116,0
7,0,6,6,28.2,34.8,26.3,10.6,446665,270944,125393,15885,3112,106396,50328,17151,26043,15798,7311,926,181,6203,2934,238555,159542,45053,29283,15770,33960,13150,20810,6999,5524,1475,501,974,34084,28882,21366,0
9,0,2,2,6.1,34.6,34.9,24.5,1013966,665727,162616,10981,3521,148114,185623,23570,43019,28245,6899,466,149,6284,7875,643775,417938,117053,81141,35912,108784,41103,67681,15797,11057,4740,1449,3291,40753,37798,20565,5
3,0,3,2,32.3,35.9,21.1,10.6,545901,287368,187728,12944,2246,172538,70805,18291,29845,15711,10263,708,123,9433,3871,329591,239299,68766,48085,20681,21526,123,21403,7470,6058,1412,77,1335,44122,39501,16032,4
5,0,1,1,10.9,33.4,32,23.7,2181068,1433427,488671,44909,30973,412789,258970,65248,33427,21969,7489,688,475,6326,3969,1186976,698732,288167,228694,59473,200077,26519,173558,27270,20751,6519,633,5886,43527,33672,29487,20
5,0,4,3,12.7,30.6,28.3,28.4,1697643,970802,434065,45583,17235,371247,292776,49263,34461,19707,8811,925,350,7536,5943,1762596,1241739,421013,334795,86218,99844,-4018,103862,36936,31547,5389,527,4862,47720,39362,21362,4
7,0,4,5,8.6,38.8,32.9,19.7,3333194,2132895,635916,37278,33794,564844,564383,80729,41289,26420,7877,462,419,6997,6991,2186826,1431345,425397,304838,120559,330084,74434,255650,43972,35630,8342,1116,7226,49732,40172,35379,14
0,0,1,1,14,43.9,26.2,15.9,1469076,1138784,178706,14696,3961,160049,151586,46952,31289,24254,3806,313,84,3409,3229,1770388,1377746,323039,223965,99074,69603,-1947,71550,31974,27151,4823,862,3961,55370,50744,18064,11
5,0,4,5,14.1,39.7,22.5,23.8,1378055,893813,282341,17363,21745,243233,201901,44990,30630,19867,6276,386,483,5406,4488,969532,633227,190909,138356,52553,145396,23673,121723,21842,17248,4594,552,4042,44388,36713,30115,3
5,0,7,11,11.4,30.3,33,25.3,784012,473815,165181,12355,8090,144736,145016,18517,42340,25588,8921,667,437,7816,7832,549239,290489,103287,84734,18553,155463,7584,147879,10374,7864,2510,82,2428,52944,36939,60906,1
10,0,3,2,9.3,44.6,29.5,16.6,909417,533965,248682,21619,1479,225584,126770,26389,34462,20234,9424,819,56,8548,4804,401043,278741,75606,53647,21959,46696,-564,47260,10906,8164,2742,514,2228,36773,34143,21212,1
2,0,7,9,26.8,34.8,26.3,12.1,27155,322003,187934,23058,1387,163489,111976,25030,24847,12865,7508,921,55,6532,4474,351231,249668,64140,44489,19651,37423,-2750,40173,11797,8369,3428,1068,2360,29773,29832,17022,0
9,0,9,10,26.6,41.9,23.8,7.6,405343,138806,220992,32696,1616,186680,45545,17921,22618,7745,12331,1824,90,10417,2541,147585,96250,35143,27143,8000,16192,-976,17168,4087,2854,1233,139,1094,36111,33725,15693,0
9,0,3,2,9.6,35.3,30,25.1,3453757,2101831,865762,89489,10436,765837,486164,87414,39510,24045,9904,1024,119,8761,5562,2391228,1689735,530665,388716,141949,170828,437,170391,45297,38468,6829,347,6482,52790,43926,26287,81
9,0,4,3,12.5,46.5,27.3,13.7,2112371,1314657,495227,43146,7346,444735,302487,58562,36071,22449,8456,737,125,7594,5165,1315620,920153,251242,171213,80029,144225,22323,121902,27902,21944,5958,761,5197,47151,41932,23456,9
0,0,9,12,12.6,34,33.6,19.8,43303,25257,9117,366,63,8688,8929,1709,25338,14779,5335,214,37,5084,5225,27850,15241,3831,2439,1392,8778,4847,3931,1180,708,472,197,275,23602,21527,14295,0
10,0,3,2,15.8,35.8,25.7,22.7,1101158,690049,223802,19594,1115,203093,187307,26705,41234,25840,8381,734,42,7605,7014,456646,293097,95535,76120,19415,68014,19096,48918,10612,7596,3016,145,2871,43031,38586,17039,1
7,0,1,1,4.5,14.4,23,58.1,15200356,12270122,857381,49771,17168,790442,2072853,193073,78729,63552,4441,258,89,4094,10736,10767519,5824079,1092697,702437,390260,3850743,-3122,3853865,149534,106678,42856,1041,41815,72007,54595,92165,53
9,0,4,5,13.4,31.4,34.5,20.7,1621615,959197,369594,35544,4881,329169,292824,39371,41188,24363,9387,903,124,8361,7438,1079142,738796,177476,124526,52950,162870,12251,150619,21766,17470,4296,944,3352,49579,42289,44934,8
8,0,1,1,13,22.5,34.6,29.9,62592345,39578094,12304436,1636910,413312,10254214,10709815,1459474,42887,27118,8431,1122,283,7026,7338,50505004,35215615,10975066,8695215,2279851,4314323,61421,4252902,800681,637364,163317,1152,162165,63078,55252,26226,156
10,0,3,2,13.5,30.8,40.1,15.6,477580,303669,101182,14869,628,85685,72729,17861,26739,17002,5665,832,35,4797,4072,64279,35396,15134,12827,2307,13749,3243,10506,1891,1113,778,57,721,33992,31802,14571,0
5,0,3,2,20.8,22.2,29.6,27.4,6344861,3778770,1627416,251399,72455,1303562,938675,210114,30197,17984,7745,1196,345,6204,4467,4134891,2604621,732887,531391,201496,797383,164093,633290,95627,74249,21378,1667,19711,43240,35080,32129,21
10,0,6,6,8.8,42.4,30.3,18.5,2184740,1296956,509001,25742,5367,477892,378783,51684,42271,25094,9848,498,104,9246,7329,1179610,787126,235129,171659,63470,157355,35230,122125,28161,20783,7378,1062,6316,41888,37874,19336,10
10,0,6,6,13.1,39.6,29.7,17.5,608793,378570,118255,8427,1762,108066,111968,13852,43950,27330,8537,608,127,7801,8083,340649,174241,50691,37408,13283,115717,57432,58285,8219,5388,2831,852,1979,41447,32339,29452,2
10,0,1,1,8.6,25.3,34,32.1,11761373,7779004,1799639,144546,20917,1634176,2182730,273549,42995,28437,6579,528,76,5974,7979,5362751,3455056,915560,654398,261162,992135,-535,992670,124922,89666,35256,960,34296,42929,38533,28944,52
1,0,6,3,19,40.2,24.5,16.4,945721,600249,200657,14092,3880,182685,144815,32287,29291,18591,6215,436,120,5658,4485,632484,459743,130830,96731,34099,41911,280,41631,17351,14315,3036,625,2411,36452,32116,17267,6
7,0,2,2,15.7,35.5,29.3,19.5,19546204,10470754,5143913,620077,92758,4431078,3931537,615639,31749,17008,8355,1007,151,7198,6386,11269814,7993682,1877611,1280727,596884,1398521,91415,1307106,261791,205760,56031,1870,54161,43049,38850,24134,51
6,0,7,11,12.2,38.1,28.8,20.9,1089686,513383,402467,39152,9696,353619,173836,32715,33308,15693,12302,1197,296,10809,5314,572691,358518,103122,75233,27889,111051,14640,96411,16851,11061,5790,371,5419,33986,32413,17791,1
8,0,2,2,14.1,34.8,29.4,21.7,1244714,766677,302917,36069,6315,260533,175120,35553,35010,21564,8520,1015,178,7328,4926,728253,508243,135642,94731,40911,84368,7313,77055,17619,13648,3971,799,3172,41333,37239,24292,5
10,0,2,2,25.8,26.5,31.4,16.3,3117117,2078046,604823,95120,13744,495959,434248,88810,35099,23399,6810,1071,155,5584,4890,2146080,1319533,366538,224729,141809,460009,240410,219599,41025,34051,6974,682,6292,52312,38752,34901,8
3,0,4,5,16.5,37.8,28.1,17.6,2162156,1393076,348860,19959,15117,313784,420220,61231,35311,22751,5697,326,247,5125,6863,1724696,1269453,346418,245422,100996,108825,-867,109692,48818,39495,9323,1664,7659,35329,32142,14322,9
6,0,6,6,25.7,39.7,23.2,11.4,390846,203098,136242,18810,3670,113762,51506,14217,27491,14286,9583,1323,258,8002,3623,204869,117192,34889,25960,8929,52788,28871,23917,5267,3956,1311,177,1134,38897,29624,21091,0
6,0,3,2,9.8,25.9,39.3,25,6312934,2675069,2007867,129678,41636,1836553,1629998,210883,29936,12685,9521,615,197,8709,7729,2783218,1946374,496022,347877,148145,340822,-685,341507,87057,56126,30931,798,30133,31970,34679,11333,13
7,0,7,11,18.7,25.8,39.5,16,445003,259708,100286,14487,2545,83254,85009,12437,35781,20882,8064,1165,205,6694,6835,278515,155615,38819,27566,11253,84081,46242,37839,7062,4908,2154,493,1661,39439,31706,22781,0
9,0,9,12,10.9,25.4,44.2,19.4,225624,150742,32085,1690,149,30246,42797,3993,56505,37752,8035,423,37,7575,10718,167380,71023,18452,13123,5329,77905,59101,18804,3029,2013,1016,278,738,55259,35282,25480,0
4,0,9,10,14.2,32.6,33,20.3,134183,78410,29824,2998,2178,24648,25949,5068,26477,15472,5885,592,430,4863,5120,87441,65605,19674,13722,5952,2162,-3642,5804,3293,2386,907,235,672,26554,27496,8637,0
0,0,3,2,15.8,33.8,25.4,25,22784,188486,31106,3400,1383,26323,45464,7282,36399,25884,4272,467,190,3615,6243,69895,33309,10704,8012,2692,25882,2506,23376,2681,1353,1328,94,1234,26070,24619,18943,6
10,0,9,9,17.1,40.2,25,17.7,411801,230044,114920,9316,771,104833,66837,12008,34294,19158,9570,776,64,8730,5566,197732,131316,36581,26013,10568,29835,7486,22349,5690,3676,2014,917,1097,34751,35723,20373,0
5,0,7,11,11.3,40.6,33.9,14.2,707296,247665,331952,33184,14067,284701,127679,24438,28942,10134,13583,1358,576,11650,5225,262984,175174,58234,43752,14482,29576,-266,29842,8341,5881,2460,50,2410,31529,29786,12383,2
9,0,1,1,6.7,34.4,36.3,22.6,2533611,1924002,304060,21163,9453,273444,305549,50279,50391,38267,6047,421,188,5439,6077,1809517,1013142,282971,212562,70409,513404,39181,474223,23423,18761,4662,353,4309,77254,54003,110054,10
2,0,3,2,20.9,27.7,31.9,19.5,4675487,3035454,773206,70056,5923,697227,866827,118260,39536,25668,6538,592,50,5896,7330,4053758,2765393,568191,377860,190331,720174,-679,720853,93164,75151,18013,436,17577,43512,36798,41011,12
6,0,5,8,13.2,37.4,29,20.4,1756538,1036657,405153,43197,7906,354050,314728,48031,36571,21583,8435,899,165,7371,6553,1322719,910097,224215,150976,73239,188407,-5332,193739,31282,23829,7453,1248,6205,42284,38193,31223,7
5,0,2,2,8.2,28.9,33.1,29.8,6199751,4102330,1284571,124605,73312,1086654,812850,159365,38903,25742,8061,782,460,6819,5101,3319218,2294611,732909,542396,190513,291698,7817,283881,69814,55288,14526,456,14070,47544,41503,20176,38
10,0,6,6,27.2,33.8,30.4,8.6,393144,217792,111949,15510,676,95763,63403,13719,28657,15875,8160,1131,49,6980,4622,221718,113811,32959,25303,7656,74948,54368,20580,4566,3066,1500,224,1276,48558,37120,16129,1
10,0,6,5,11.2,50.3,23.2,15.3,1554069,886412,435051,30567,12643,391841,232606,45640,34051,19422,9532,670,277,8585,5097,798068,486028,169156,128449,40707,142884,20357,122527,18397,13460,4937,759,4178,43380,36109,29327,6
6,0,2,2,8.7,31.4,28.3,31.6,22248442,14420553,4418115,483048,158699,3776368,3409774,541293,41102,26641,8162,892,293,6977,6299,16415948,11941845,2886737,1965312,921425,1587366,4064,1583302,333379,270350,63029,250,62779,49241,44172,25220,295
5,0,1,1,5.1,32.4,36.6,25.9,1187981,800387,207641,16330,15567,175744,179953,32884,36126,24340,6314,497,473,5344,5472,419196,282002,70951,48141,22810,66243,-1606,67849,13141,8556,4585,1235,3350,31900,32960,20253,11
7,0,9,12,8.8,34.6,37.5,19,160729,89850,27649,1151,182,26316,43230,3079,52202,29182,8980,374,59,8547,14040,102413,51750,12629,8831,3798,38034,15699,22335,2867,1463,1404,476,928,35721,35373,24068,0
2,0,4,3,7.9,24.3,40.8,27,3116066,1722660,466895,27874,6594,432427,926511,78726,39581,21882,5931,354,84,5493,11769,1613932,1000407,342584,247732,94852,270941,-298,271239,36806,25794,11012,412,10600,43850,38784,25589,8
3,0,6,4,30.2,36.8,23.2,9.8,238000,118358,61381,5552,1019,54810,58261,12752,18664,9282,4813,435,80,4298,4569,97841,63438,18529,13943,4586,15874,10000,5874,2627,1971,656,251,405,37244,32186,14504,0
10,0,3,2,16.8,32.2,33.1,17.9,3948903,2093748,1132717,120251,5886,1006580,722438,115505,34188,18127,9807,1041,51,8715,6255,2452979,1728896,506483,374717,131766,217600,21359,196241,58070,47296,10774,528,10246,42242,36555,19153,5
10,0,8,7,13.4,32.2,41.2,13.1,120675,61717,38319,5088,595,32636,20639,4353,27722,14178,8803,1169,137,7497,4741,40932,23041,9002,7492,1510,8889,4560,4329,1358,711,647,282,365,30141,32406,11860,1
3,0,6,5,34,31.5,23.2,11.3,1927471,1015571,550798,49122,13689,487987,361102,69317,27807,14651,7946,709,197,7040,5209,1068173,744850,192391,135831,56560,130932,1649,129283,32178,24121,8057,920,7137,33196,30880,18114,3
9,0,7,11,10,32.2,35.5,22.3,284339,118089,75077,4616,1157,69304,91173,7720,36831,15297,9725,598,150,8977,11810,128634,78551,23050,15907,7143,27033,9037,17996,4143,2503,1640,325,1315,31049,31383,13685,1
6,0,4,3,8.5,24.8,42.2,24.5,1281629,710336,328673,28920,17904,281849,242620,37189,34463,19101,8838,778,481,7579,6524,886429,595155,168563,113345,55218,122711,7872,114839,22645,17296,5349,198,5151,39145,34410,22295,4
8,0,1,1,15.1,42,29.9,12.9,745492,440664,218345,25404,3211,189730,86483,23747,31393,18557,9195,1070,135,7990,3642,348461,242764,63169,43557,19612,42528,7572,34956,9663,7537,2126,283,1843,36061,32210,18967,2
2,0,7,9,14.2,38.6,31.8,15.4,427056,297389,67944,3907,1590,62447,61723,11580,36879,25681,5867,337,137,5393,5330,376066,238184,69290,50706,18584,68592,45085,23507,9134,6948,2186,756,1430,41172,34281,16438,0
0,0,6,5,30.5,40.4,18,11.1,1039797,683887,224804,25491,3561,195752,131106,40320,25789,16961,5575,632,88,4855,3252,794430,533006,156335,113958,42377,105089,24347,80742,25215,19178,6037,1883,4154,31506,27793,19437,0
1,0,8,6,15.9,43.8,26.3,14,461317,317097,75814,4351,1494,69969,68406,13908,33169,22800,5451,313,107,5031,4918,292645,193735,55877,40863,15014,43033,8603,34430,8706,5663,3043,1069,1974,33614,34211,17442,0
8,0,2,2,12,34.4,35.5,18.1,1844731,1087564,454607,44430,10111,400066,302560,51567,35773,21090,8816,862,196,7758,5867,533810,335071,96606,69625,26981,102133,19528,82605,14372,9535,4837,703,4134,37142,35141,19982,17
9,0,7,11,21,48,22.3,8.8,369667,170392,141926,19033,906,121987,57349,12677,29160,13441,11196,1501,71,9623,4524,188011,126447,35782,25966,9816,25782,13783,11999,5236,3807,1429,313,1116,35907,33214,10752,0
10,0,6,6,6.2,31.5,29.6,32.7,1521376,767276,288491,10828,5593,272070,465609,27307,55714,28098,10565,397,205,9963,17051,758354,489145,145978,102475,43503,123231,13053,110178,20276,14296,5980,707,5273,37402,34216,20895,7
8,0,6,6,8.2,33.4,37.7,20.7,835418,517674,148023,10342,2970,134711,169721,17377,48076,29791,8518,595,171,7752,9767,543076,261396,73513,52721,20792,208167,144118,64049,10892,7748,3144,685,2459,49860,33737,26047,1
3,0,6,6,15.4,39.1,26.5,19,348461,205820,77723,6650,1265,69808,64918,9988,34888,20607,7782,666,127,6989,6500,246003,167277,43147,30673,12474,35579,15077,20502,7241,5547,1694,495,1199,33974,30156,17099,1
4,0,3,2,16.2,36.2,25.6,22,2739434,1785549,510825,45056,37255,428514,443060,76566,35779,23320,6672,588,487,5597,5787,2438995,1842442,431510,295201,136309,165043,25261,139782,50963,43650,7313,569,6744,47858,42209,20727,38
10,0,7,11,4.9,27.5,35.3,32.2,1521583,779474,253618,10324,3889,239405,488491,29110,52270,26777,8712,355,134,8224,16781,904957,595227,171064,112205,58859,138666,1513,137153,21414,14677,6737,753,5984,42260,40555,22920,8
4,0,1,1,25,24.7,33.7,16.6,65369622,42108611,12728249,1597524,1237402,9893323,10532762,2146725,30451,19615,5929,744,576,4609,4906,34605889,23391524,6465952,4781333,1684619,4748413,128627,4619786,819049,593168,225881,2686,223195,42251,39435,20698,179
5,0,4,5,27,36.3,25.4,11.3,1363914,812990,412634,51091,12713,348830,138290,40887,33358,19884,10092,1250,311,8532,3382,919309,690398,145965,96249,49716,82946,318,82628,23007,17894,5113,954,4159,39958,38583,19867,1
